Name,Total Energy (kWh)
normal,58.664215087890625
HS,51.340248107910156
TS,58.87908172607422
BAT,58.94853591918945
TS_BAT,59.10039138793945
TS_HS,53.89146423339844
HS_BAT,53.98645782470703
HS_TS_BAT,54.09954071044922
