Name,Task Delay (hours)
normal,0.0
HS,1.0409091562049488
TS,12.805262630304751
BAT,0.0
TS_BAT,12.803682224000756
TS_HS,14.694787503569897
HS_BAT,0.30275329869750833
HS_TS_BAT,14.703100447882946
