Name,Peak Power (kW)
normal,45.00759506225586
HS,34.646610260009766
TS,46.52475357055664
BAT,359.4841613769531
TS_BAT,305.3545227050781
TS_HS,39.7908935546875
HS_BAT,335.0350646972656
HS_TS_BAT,276.3595886230469
