workload,NoH,battery,battery_capacity,battery_speed,battery_embodied_rate,allocationType,carbon_trace,failures,runtime,energy_usage,scheduler_delay,SLA_violations,carbon_emission,embodied_carbon_host,embodied_carbon_battery,total_carbon
surf,277,320_100,320,100,100.0,normal,DK,no,10702638000.0,212343160832.0,-9999.0,-9999.0,5917521.833131517,19215199.15,1086011.0,26218731.983131517
surf,277,320_100,320,100,100.0,normal,DK-BHM,no,10702638000.0,212249460736.0,-9999.0,-9999.0,2581763.0908571538,19215199.15,1086011.0,22882973.240857154
surf,277,320_100,320,100,100.0,normal,DK-DK1,no,10702638000.0,212343160832.0,-9999.0,-9999.0,5439069.859367643,19215199.15,1086011.0,25740280.00936764
surf,277,320_100,320,100,100.0,normal,DK-DK2,no,10702638000.0,212293533696.0,-9999.0,-9999.0,6611172.212685655,19215199.15,1086011.0,26912382.362685654
surf,277,320_100,320,100,100.0,normal,EE,no,10702638000.0,211358269440.0,-9999.0,-9999.0,15868826.863100756,19215199.15,1086011.0,36170037.01310076
surf,277,320_100,320,100,100.0,normal,ES,no,10702638000.0,212264370176.0,-9999.0,-9999.0,5396096.097200884,19215199.15,1086011.0,25697306.247200884
surf,277,320_100,320,100,100.0,normal,FI,no,10702638000.0,211992379392.0,-9999.0,-9999.0,4203956.244688089,19215199.15,1086011.0,24505166.39468809
surf,277,320_100,320,100,100.0,normal,FR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,1398864.2500973893,19215199.15,1086011.0,21700074.40009739
surf,277,320_100,320,100,100.0,normal,GB,no,10702638000.0,211604193280.0,-9999.0,-9999.0,7510708.624639541,19215199.15,1086011.0,27811918.77463954
surf,277,320_100,320,100,100.0,normal,GB-NIR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,17061334.000247784,19215199.15,1086011.0,37362544.15024778
surf,277,320_100,320,100,100.0,normal,GR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,15274826.000300707,19215199.15,1086011.0,35576036.150300704
surf,277,320_100,320,100,100.0,normal,HK,no,10702638000.0,212343160832.0,-9999.0,-9999.0,25540050.8,19215199.15,1086011.0,45841260.95
surf,277,320_100,320,100,100.0,normal,HR,no,10702638000.0,212343160832.0,-9999.0,-9999.0,10255569.845610494,19215199.15,1086011.0,30556779.99561049
surf,277,320_100,320,100,100.0,normal,HU,no,10702638000.0,211399983104.0,-9999.0,-9999.0,11111465.673491426,19215199.15,1086011.0,31412675.823491424
surf,277,320_100,320,100,100.0,normal,IE,no,10702638000.0,211301187584.0,-9999.0,-9999.0,23257719.399488766,19215199.15,1086011.0,43558929.54948877
surf,277,320_100,320,100,100.0,normal,IL,no,10702638000.0,211695353856.0,-9999.0,-9999.0,29401169.130861692,19215199.15,1086011.0,49702379.28086169
surf,277,320_100,320,100,100.0,normal,IN,no,10702638000.0,211358269440.0,-9999.0,-9999.0,38535972.06565928,19215199.15,1086011.0,58837182.215659276
surf,277,320_100,320,100,100.0,normal,IN-EA,no,10702638000.0,211301187584.0,-9999.0,-9999.0,45961377.86636962,19215199.15,1086011.0,66262588.01636962
surf,277,320_100,320,100,100.0,normal,IN-NE,no,10702638000.0,212343160832.0,-9999.0,-9999.0,24604912.443592332,19215199.15,1086011.0,44906122.59359233
surf,277,320_100,320,100,100.0,normal,IN-NO,no,10702638000.0,211243057152.0,-9999.0,-9999.0,32258691.83367392,19215199.15,1086011.0,52559901.983673915
surf,277,320_100,320,100,100.0,normal,IN-SO,no,10702638000.0,211839385600.0,-9999.0,-9999.0,33587335.23384752,19215199.15,1086011.0,53888545.38384752
surf,277,320_100,320,100,100.0,normal,IN-WE,no,10702638000.0,212033961984.0,-9999.0,-9999.0,43457352.01163397,19215199.15,1086011.0,63758562.16163397
surf,277,320_100,320,100,100.0,normal,IS,no,10702638000.0,211665731584.0,-9999.0,-9999.0,1656027.61931676,19215199.15,1086011.0,21957237.76931676
surf,277,320_100,320,100,100.0,normal,IT,no,10702638000.0,211399983104.0,-9999.0,-9999.0,12447856.857799293,19215199.15,1086011.0,32749067.00779929
surf,277,320_100,320,100,100.0,normal,IT-CNO,no,10702638000.0,211303743488.0,-9999.0,-9999.0,11653374.410196299,19215199.15,1086011.0,31954584.560196295
surf,277,320_100,320,100,100.0,normal,IT-CSO,no,10702638000.0,211399983104.0,-9999.0,-9999.0,13162060.898423329,19215199.15,1086011.0,33463271.048423328
surf,277,320_100,320,100,100.0,normal,IT-NO,no,10702638000.0,211191169024.0,-9999.0,-9999.0,11424001.000136789,19215199.15,1086011.0,31725211.150136787
surf,277,320_100,320,100,100.0,normal,IT-SAR,no,10702638000.0,212107575296.0,-9999.0,-9999.0,26305693.92892917,19215199.15,1086011.0,46606904.07892917
surf,277,320_100,320,100,100.0,normal,IT-SIC,no,10702638000.0,212308426752.0,-9999.0,-9999.0,13118372.480746174,19215199.15,1086011.0,33419582.63074617
surf,277,320_100,320,100,100.0,normal,IT-SO,no,10702638000.0,211986923520.0,-9999.0,-9999.0,12627615.100663293,19215199.15,1086011.0,32928825.25066329
surf,277,320_100,320,100,100.0,normal,JP,no,10702638000.0,211191169024.0,-9999.0,-9999.0,24096300.00047197,19215199.15,1086011.0,44397510.15047197
surf,277,320_100,320,100,100.0,normal,JP-CB,no,10702638000.0,211191169024.0,-9999.0,-9999.0,24598342.001734216,19215199.15,1086011.0,44899552.15173422
surf,277,320_100,320,100,100.0,normal,JP-CG,no,10702638000.0,211191169024.0,-9999.0,-9999.0,23754344.00167833,19215199.15,1086011.0,44055554.151678324
surf,277,320_100,320,100,100.0,normal,JP-HKD,no,10702638000.0,211191169024.0,-9999.0,-9999.0,23940612.00083637,19215199.15,1086011.0,44241822.15083636
surf,277,320_100,320,100,100.0,normal,JP-HR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,24270474.001832727,19215199.15,1086011.0,44571684.15183273
surf,277,320_100,320,100,100.0,normal,JP-KN,no,10702638000.0,211421560832.0,-9999.0,-9999.0,18140417.138360802,19215199.15,1086011.0,38441627.288360804
surf,277,320_100,320,100,100.0,normal,JP-KY,no,10702638000.0,211191169024.0,-9999.0,-9999.0,13947706.000963531,19215199.15,1086011.0,34248916.15096353
surf,277,320_100,320,100,100.0,normal,JP-ON,no,10702638000.0,211191169024.0,-9999.0,-9999.0,33527074.00222654,19215199.15,1086011.0,53828284.15222654
surf,277,320_100,320,100,100.0,normal,JP-TH,no,10702638000.0,211191169024.0,-9999.0,-9999.0,25069172.001223452,19215199.15,1086011.0,45370382.15122345
surf,277,320_100,320,100,100.0,normal,JP-TK,no,10702638000.0,211191169024.0,-9999.0,-9999.0,29353894.00141847,19215199.15,1086011.0,49655104.15141847
surf,277,320_100,320,100,100.0,normal,KE,no,10702638000.0,211301187584.0,-9999.0,-9999.0,5378132.202798646,19215199.15,1086011.0,25679342.352798644
surf,277,320_100,320,100,100.0,normal,KR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,22946744.00280381,19215199.15,1086011.0,43247954.15280381
surf,277,320_100,320,100,100.0,normal,LT,no,10702638000.0,211191169024.0,-9999.0,-9999.0,7030554.000930688,19215199.15,1086011.0,27331764.150930688
surf,277,320_100,320,100,100.0,normal,LU,no,10702638000.0,211284787200.0,-9999.0,-9999.0,10840596.32144393,19215199.15,1086011.0,31141806.47144393
surf,277,320_100,320,100,100.0,normal,LV,no,10702638000.0,211271630848.0,-9999.0,-9999.0,5858296.756505841,19215199.15,1086011.0,26159506.906505838
surf,277,320_100,320,100,100.0,normal,MY,no,10702638000.0,212156153856.0,-9999.0,-9999.0,31679355.753799587,19215199.15,1086011.0,51980565.903799586
surf,277,320_100,320,100,100.0,normal,MY-WM,no,10702638000.0,212156153856.0,-9999.0,-9999.0,37362998.77547569,19215199.15,1086011.0,57664208.92547569
surf,277,320_100,320,100,100.0,normal,NI,no,10702638000.0,212190887936.0,-9999.0,-9999.0,19934957.520045966,19215199.15,1086011.0,40236167.670045964
surf,277,320_100,320,100,100.0,normal,NL,no,10702638000.0,211573161984.0,-9999.0,-9999.0,11405731.337688286,19215199.15,1086011.0,31706941.487688284
surf,277,320_100,320,100,100.0,normal,NO,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1877488.6096030944,19215199.15,1086011.0,22178698.759603094
surf,277,320_100,320,100,100.0,normal,NO-NO1,no,10702638000.0,211191169024.0,-9999.0,-9999.0,1477534.3750311444,19215199.15,1086011.0,21778744.525031142
surf,277,320_100,320,100,100.0,normal,NO-NO2,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1604402.8606626303,19215199.15,1086011.0,21905613.01066263
surf,277,320_100,320,100,100.0,normal,NO-NO3,no,10702638000.0,211191169024.0,-9999.0,-9999.0,1636287.1251489676,19215199.15,1086011.0,21937497.275148965
surf,277,320_100,320,100,100.0,normal,NO-NO4,no,10702638000.0,212343160832.0,-9999.0,-9999.0,3478842.9977463842,19215199.15,1086011.0,23780053.147746384
surf,277,320_100,320,100,100.0,normal,NO-NO5,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1494616.637226707,19215199.15,1086011.0,21795826.787226707
surf,277,320_100,320,100,100.0,normal,NZ,no,10702638000.0,211629146112.0,-9999.0,-9999.0,7879630.3459592275,19215199.15,1086011.0,28180840.495959226
surf,277,320_100,320,100,100.0,normal,PA,no,10702638000.0,211191169024.0,-9999.0,-9999.0,13335010.00008406,19215199.15,1086011.0,33636220.150084056
surf,277,320_100,320,100,100.0,normal,PE,no,10702638000.0,211191169024.0,-9999.0,-9999.0,9488138.000015533,19215199.15,1086011.0,29789348.150015533
surf,277,320_100,320,100,100.0,normal,PH,no,10702638000.0,211191169024.0,-9999.0,-9999.0,37459848.004558325,19215199.15,1086011.0,57761058.15455832
surf,277,320_100,320,100,100.0,normal,PH-LU,no,10702638000.0,211554353152.0,-9999.0,-9999.0,38291789.63872668,19215199.15,1086011.0,58592999.78872668
surf,277,320_100,320,100,100.0,normal,PH-MI,no,10702638000.0,211191169024.0,-9999.0,-9999.0,35360616.00224993,19215199.15,1086011.0,55661826.152249925
surf,277,320_100,320,100,100.0,normal,PH-VI,no,10702638000.0,211191169024.0,-9999.0,-9999.0,34857452.00080768,19215199.15,1086011.0,55158662.15080768
surf,277,320_100,320,100,100.0,normal,PL,no,10702638000.0,211349749760.0,-9999.0,-9999.0,37437896.624266386,19215199.15,1086011.0,57739106.774266385
surf,277,320_100,320,100,100.0,normal,PT,no,10702638000.0,211653115904.0,-9999.0,-9999.0,4340401.915564378,19215199.15,1086011.0,24641612.065564375
surf,277,320_100,320,100,100.0,normal,RO,no,10702638000.0,212343160832.0,-9999.0,-9999.0,15762677.481533805,19215199.15,1086011.0,36063887.6315338
surf,277,320_100,320,100,100.0,normal,RS,no,10702638000.0,211617234944.0,-9999.0,-9999.0,26607922.875246085,19215199.15,1086011.0,46909133.025246084
surf,277,320_100,320,100,100.0,normal,SE,no,10702638000.0,211921862656.0,-9999.0,-9999.0,1230327.559825081,19215199.15,1086011.0,21531537.70982508
surf,277,320_100,320,100,100.0,normal,SE-SE1,no,10702638000.0,211306364928.0,-9999.0,-9999.0,875350.7225033636,19215199.15,1086011.0,21176560.872503363
surf,277,320_100,320,100,100.0,normal,SE-SE2,no,10702638000.0,212343160832.0,-9999.0,-9999.0,998333.494752775,19215199.15,1086011.0,21299543.644752774
surf,277,320_100,320,100,100.0,normal,SE-SE3,no,10702638000.0,211532120064.0,-9999.0,-9999.0,1178622.3729597533,19215199.15,1086011.0,21479832.52295975
surf,277,320_100,320,100,100.0,normal,SE-SE4,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1664567.9487218298,19215199.15,1086011.0,21965778.09872183
surf,277,320_100,320,100,100.0,normal,SG,no,10702638000.0,211191169024.0,-9999.0,-9999.0,28162982.001105044,19215199.15,1086011.0,48464192.151105046
surf,277,320_100,320,100,100.0,normal,SI,no,10702638000.0,211716931584.0,-9999.0,-9999.0,10142887.293118028,19215199.15,1086011.0,30444097.44311803
surf,277,320_100,320,100,100.0,normal,SK,no,10702638000.0,211300204544.0,-9999.0,-9999.0,10592520.415817253,19215199.15,1086011.0,30893730.56581725
surf,277,320_100,320,100,100.0,normal,TR,no,10702638000.0,211416383488.0,-9999.0,-9999.0,21208911.022807624,19215199.15,1086011.0,41510121.17280762
surf,277,320_100,320,100,100.0,normal,TW,no,10702638000.0,211191169024.0,-9999.0,-9999.0,29694982.00061106,19215199.15,1086011.0,49996192.15061106
surf,277,320_100,320,100,100.0,normal,US,no,10702638000.0,212343160832.0,-9999.0,-9999.0,21730476.434722602,19215199.15,1086011.0,42031686.5847226
surf,277,320_100,320,100,100.0,normal,US-CAL-BANC,no,10702638000.0,212343160832.0,-9999.0,-9999.0,10560526.192600068,19215199.15,1086011.0,30861736.342600066
surf,277,320_100,320,100,100.0,normal,US-CAL-CISO,no,10702638000.0,211531579392.0,-9999.0,-9999.0,7691554.584385899,19215199.15,1086011.0,27992764.734385896
surf,277,320_100,320,100,100.0,normal,US-CAL-IID,no,10702638000.0,211416383488.0,-9999.0,-9999.0,24312306.115894187,19215199.15,1086011.0,44613516.26589419
surf,277,320_100,320,100,100.0,normal,US-CAL-LDWP,no,10702638000.0,211191169024.0,-9999.0,-9999.0,16625373.00071402,19215199.15,1086011.0,36926583.15071402
surf,277,320_100,320,100,100.0,normal,US-CAL-TIDC,no,10702638000.0,212343160832.0,-9999.0,-9999.0,18388480.366767574,19215199.15,1086011.0,38689690.51676758
surf,277,320_100,320,100,100.0,normal,US-CAR-CPLE,no,10702638000.0,212343160832.0,-9999.0,-9999.0,17315013.251261353,19215199.15,1086011.0,37616223.40126135
surf,277,320_100,320,100,100.0,normal,US-CAR-CPLW,no,10702638000.0,211306364928.0,-9999.0,-9999.0,25087847.914984312,19215199.15,1086011.0,45389058.06498431
surf,277,320_100,320,100,100.0,normal,US-CAR-DUK,no,10702638000.0,212343160832.0,-9999.0,-9999.0,15958171.156004036,19215199.15,1086011.0,36259381.30600403
surf,277,320_100,320,100,100.0,normal,US-CAR-SC,no,10702638000.0,211767164928.0,-9999.0,-9999.0,32750106.892550506,19215199.15,1086011.0,53051317.042550504
surf,277,320_100,320,100,100.0,normal,US-CAR-SCEG,no,10702638000.0,211306364928.0,-9999.0,-9999.0,23306724.15679785,19215199.15,1086011.0,43607934.30679785
surf,277,320_100,320,100,100.0,normal,US-CAR-YAD,no,10702638000.0,212141309952.0,-9999.0,-9999.0,2299069.2695700414,19215199.15,1086011.0,22600279.41957004
surf,277,320_100,320,100,100.0,normal,US-CENT-SPA,no,10702638000.0,211191169024.0,-9999.0,-9999.0,3530749.2504359856,19215199.15,1086011.0,23831959.400435984
surf,277,320_100,320,100,100.0,normal,US-CENT-SWPP,no,10702638000.0,212156153856.0,-9999.0,-9999.0,19592470.616486456,19215199.15,1086011.0,39893680.76648645
surf,277,320_100,320,100,100.0,normal,US-FLA-FMPP,no,10702638000.0,212343160832.0,-9999.0,-9999.0,30530315.876353852,19215199.15,1086011.0,50831526.02635385
surf,277,320_100,320,100,100.0,normal,US-FLA-FPC,no,10702638000.0,211877183488.0,-9999.0,-9999.0,27750158.706300482,19215199.15,1086011.0,48051368.85630048
surf,277,320_100,320,100,100.0,normal,US-FLA-FPL,no,10702638000.0,211762036736.0,-9999.0,-9999.0,19867952.8369199,19215199.15,1086011.0,40169162.986919895
surf,277,320_100,320,100,100.0,normal,US-FLA-GVL,no,10702638000.0,211191169024.0,-9999.0,-9999.0,33213634.000744462,19215199.15,1086011.0,53514844.15074446
surf,277,320_100,320,100,100.0,normal,US-FLA-JEA,no,10702638000.0,211328253952.0,-9999.0,-9999.0,35168962.45901772,19215199.15,1086011.0,55470172.609017715
surf,277,320_100,320,100,100.0,normal,US-FLA-SEC,no,10702638000.0,211695353856.0,-9999.0,-9999.0,32954096.080413394,19215199.15,1086011.0,53255306.23041339
surf,277,320_100,320,100,100.0,normal,US-FLA-TAL,no,10702638000.0,211306364928.0,-9999.0,-9999.0,26396194.338150695,19215199.15,1086011.0,46697404.48815069
surf,277,320_100,320,100,100.0,normal,US-FLA-TEC,no,10702638000.0,211992379392.0,-9999.0,-9999.0,27102632.56635059,19215199.15,1086011.0,47403842.716350585
surf,277,320_100,320,100,100.0,normal,US-MIDA-PJM,no,10702638000.0,212343160832.0,-9999.0,-9999.0,22275539.60228725,19215199.15,1086011.0,42576749.752287254
surf,277,320_100,320,100,100.0,normal,US-MIDW-AECI,no,10702638000.0,212204929024.0,-9999.0,-9999.0,31769940.437154625,19215199.15,1086011.0,52071150.58715463
surf,277,320_100,320,100,100.0,normal,US-MIDW-LGEE,no,10702638000.0,211611926528.0,-9999.0,-9999.0,49967673.619083576,19215199.15,1086011.0,70268883.76908357
surf,277,320_100,320,100,100.0,normal,US-MIDW-MISO,no,10702638000.0,212156153856.0,-9999.0,-9999.0,25358369.49285877,19215199.15,1086011.0,45659579.64285877
surf,277,320_100,320,100,100.0,normal,US-NE-ISNE,no,10702638000.0,211191169024.0,-9999.0,-9999.0,15151754.000845762,19215199.15,1086011.0,35452964.15084576
surf,277,320_100,320,100,100.0,normal,US-NW-AVA,no,10702638000.0,211191169024.0,-9999.0,-9999.0,8651383.000216959,19215199.15,1086011.0,28952593.15021696
surf,277,320_100,320,100,100.0,normal,US-NW-BPAT,no,10702638000.0,211191169024.0,-9999.0,-9999.0,4443487.000214735,19215199.15,1086011.0,24744697.15021473
surf,277,320_100,320,100,100.0,normal,US-NW-CHPD,no,10702638000.0,211416383488.0,-9999.0,-9999.0,1463080.9063850315,19215199.15,1086011.0,21764291.05638503
surf,277,320_100,320,100,100.0,normal,US-NW-DOPD,no,10702638000.0,211337822208.0,-9999.0,-9999.0,1430105.5005828456,19215199.15,1086011.0,21731315.650582843
surf,277,320_100,320,100,100.0,normal,US-NW-GCPD,no,10702638000.0,211386826752.0,-9999.0,-9999.0,2627645.168331251,19215199.15,1086011.0,22928855.31833125
surf,277,320_100,320,100,100.0,normal,US-NW-GRID,no,10702638000.0,211191169024.0,-9999.0,-9999.0,24111050.003430463,19215199.15,1086011.0,44412260.15343046
surf,277,320_100,320,100,100.0,normal,US-NW-IPCO,no,10702638000.0,211531579392.0,-9999.0,-9999.0,10039707.170840153,19215199.15,1086011.0,30340917.32084015
surf,277,320_100,320,100,100.0,normal,US-NW-NEVP,no,10702638000.0,211531579392.0,-9999.0,-9999.0,18625791.14291139,19215199.15,1086011.0,38927001.29291139
surf,277,320_100,320,100,100.0,normal,US-NW-NWMT,no,10702638000.0,211191169024.0,-9999.0,-9999.0,23067828.000410806,19215199.15,1086011.0,43369038.1504108
surf,277,320_100,320,100,100.0,normal,US-NW-PACE,no,10702638000.0,211416383488.0,-9999.0,-9999.0,27216736.335963245,19215199.15,1086011.0,47517946.48596324
surf,277,320_100,320,100,100.0,normal,US-NW-PACW,no,10702638000.0,211191169024.0,-9999.0,-9999.0,8141221.50023551,19215199.15,1086011.0,28442431.650235508
surf,277,320_100,320,100,100.0,normal,US-NW-PGE,no,10702638000.0,211739131904.0,-9999.0,-9999.0,8569284.282017581,19215199.15,1086011.0,28870494.43201758
surf,277,320_100,320,100,100.0,normal,US-NW-PSCO,no,10702638000.0,211688357888.0,-9999.0,-9999.0,21293022.10076786,19215199.15,1086011.0,41594232.25076786
surf,277,320_100,320,100,100.0,normal,US-NW-PSEI,no,10702638000.0,211191169024.0,-9999.0,-9999.0,7536089.000067356,19215199.15,1086011.0,27837299.150067355
surf,277,320_100,320,100,100.0,normal,US-NW-SCL,no,10702638000.0,211191169024.0,-9999.0,-9999.0,3189309.500217062,19215199.15,1086011.0,23490519.65021706
surf,277,320_100,320,100,100.0,normal,US-NW-TPWR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,3192651.5001585246,19215199.15,1086011.0,23493861.650158525
surf,277,320_100,320,100,100.0,normal,US-NW-WACM,no,10702638000.0,211992379392.0,-9999.0,-9999.0,30750926.743818253,19215199.15,1086011.0,51052136.89381825
surf,277,320_100,320,100,100.0,normal,US-NW-WAUW,no,10702638000.0,211301187584.0,-9999.0,-9999.0,11407768.709723629,19215199.15,1086011.0,31708978.859723628
surf,277,320_100,320,100,100.0,normal,US-NY-NYIS,no,10702638000.0,212012875776.0,-9999.0,-9999.0,16146529.896919291,19215199.15,1086011.0,36447740.046919286
surf,277,320_100,320,100,100.0,normal,US-SE-SOCO,no,10702638000.0,211761987584.0,-9999.0,-9999.0,23270163.96311892,19215199.15,1086011.0,43571374.11311892
surf,277,320_100,320,100,100.0,normal,US-SW-AZPS,no,10702638000.0,211761987584.0,-9999.0,-9999.0,19380934.37850394,19215199.15,1086011.0,39682144.52850394
surf,277,320_100,320,100,100.0,normal,US-SW-EPE,no,10702638000.0,211227557888.0,-9999.0,-9999.0,25672095.618483067,19215199.15,1086011.0,45973305.768483065
surf,277,320_100,320,100,100.0,normal,US-SW-PNM,no,10702638000.0,211967868928.0,-9999.0,-9999.0,15535637.07635166,19215199.15,1086011.0,35836847.226351656
surf,277,320_100,320,100,100.0,normal,US-SW-SRP,no,10702638000.0,211761987584.0,-9999.0,-9999.0,13157015.76864021,19215199.15,1086011.0,33458225.91864021
surf,277,320_100,320,100,100.0,normal,US-SW-TEPC,no,10702638000.0,211416383488.0,-9999.0,-9999.0,29847903.745180007,19215199.15,1086011.0,50149113.89518
surf,277,320_100,320,100,100.0,normal,US-SW-WALC,no,10702638000.0,211191169024.0,-9999.0,-9999.0,15361530.000764148,19215199.15,1086011.0,35662740.150764145
surf,277,320_100,320,100,100.0,normal,US-TEN-TVA,no,10702638000.0,212343160832.0,-9999.0,-9999.0,19460377.24547595,19215199.15,1086011.0,39761587.395475954
surf,277,320_100,320,100,100.0,normal,US-TEX-ERCO,no,10702638000.0,212343160832.0,-9999.0,-9999.0,18439039.848503195,19215199.15,1086011.0,38740249.99850319
surf,277,320_100,320,100,100.0,normal,UY,no,10702638000.0,212116717568.0,-9999.0,-9999.0,2853187.710027818,19215199.15,1086011.0,23154397.860027816
surf,277,320_100,320,100,100.0,normal,ZA,no,10702638000.0,211284787200.0,-9999.0,-9999.0,41771310.13394093,19215199.15,1086011.0,62072520.283940926
surf,277,320_6000,320,6000,100.0,normal,AT,no,10702638000.0,212214726656.0,-9999.0,-9999.0,3944092.3925517453,19215199.15,1086011.0,24245302.542551745
surf,277,320_6000,320,6000,100.0,normal,AU,no,10702638000.0,211191169024.0,-9999.0,-9999.0,23808210.00010117,19215199.15,1086011.0,44109420.15010117
surf,277,320_6000,320,6000,100.0,normal,AU-NSW,no,10702638000.0,211819069440.0,-9999.0,-9999.0,24888463.391911577,19215199.15,1086011.0,45189673.54191157
surf,277,320_6000,320,6000,100.0,normal,AU-NT,no,10702638000.0,212343160832.0,-9999.0,-9999.0,28674503.52742907,19215199.15,1086011.0,48975713.677429065
surf,277,320_6000,320,6000,100.0,normal,AU-QLD,no,10702638000.0,211191169024.0,-9999.0,-9999.0,26203394.000727113,19215199.15,1086011.0,46504604.15072711
surf,277,320_6000,320,6000,100.0,normal,AU-SA,no,10702638000.0,212308426752.0,-9999.0,-9999.0,8256157.755950325,19215199.15,1086011.0,28557367.905950323
surf,277,320_6000,320,6000,100.0,normal,AU-TAS,no,10702638000.0,211612942336.0,-9999.0,-9999.0,5823226.807614918,19215199.15,1086011.0,26124436.957614917
surf,277,320_6000,320,6000,100.0,normal,AU-VIC,no,10702638000.0,211191169024.0,-9999.0,-9999.0,28248194.000481375,19215199.15,1086011.0,48549404.15048137
surf,277,320_6000,320,6000,100.0,normal,AU-WA,no,10702638000.0,212343160832.0,-9999.0,-9999.0,18551581.315249097,19215199.15,1086011.0,38852791.46524909
surf,277,320_6000,320,6000,100.0,normal,BA,no,10702638000.0,212091191296.0,-9999.0,-9999.0,24500926.496085938,19215199.15,1086011.0,44802136.64608593
surf,277,320_6000,320,6000,100.0,normal,BE,no,10702638000.0,212091191296.0,-9999.0,-9999.0,6236435.09027631,19215199.15,1086011.0,26537645.240276307
surf,277,320_6000,320,6000,100.0,normal,BG,no,10702638000.0,211916636160.0,-9999.0,-9999.0,12635870.5628702,19215199.15,1086011.0,32937080.7128702
surf,277,320_6000,320,6000,100.0,normal,BR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,4047170.000477836,19215199.15,1086011.0,24348380.150477834
surf,277,320_6000,320,6000,100.0,normal,BR-CS,no,10702638000.0,212343160832.0,-9999.0,-9999.0,4682873.784767969,19215199.15,1086011.0,24984083.93476797
surf,277,320_6000,320,6000,100.0,normal,BR-N,no,10702638000.0,211191169024.0,-9999.0,-9999.0,4077567.750414537,19215199.15,1086011.0,24378777.900414534
surf,277,320_6000,320,6000,100.0,normal,BR-NE,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1984985.194552617,19215199.15,1086011.0,22286195.344552614
surf,277,320_6000,320,6000,100.0,normal,BR-S,no,10702638000.0,211798409216.0,-9999.0,-9999.0,3659360.705514308,19215199.15,1086011.0,23960570.855514307
surf,277,320_6000,320,6000,100.0,normal,CA-ON,no,10702638000.0,211819069440.0,-9999.0,-9999.0,3852784.3805114026,19215199.15,1086011.0,24153994.5305114
surf,277,320_6000,320,6000,100.0,normal,CA-QC,no,10702638000.0,211191169024.0,-9999.0,-9999.0,1964703.0001648054,19215199.15,1086011.0,22265913.150164805
surf,277,320_6000,320,6000,100.0,normal,CH,no,10702638000.0,212156153856.0,-9999.0,-9999.0,2911538.809972638,19215199.15,1086011.0,23212748.959972635
surf,277,320_6000,320,6000,100.0,normal,CL-SEN,no,10702638000.0,212343160832.0,-9999.0,-9999.0,11745576.412445342,19215199.15,1086011.0,32046786.562445343
surf,277,320_6000,320,6000,100.0,normal,CR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,7723986.000559637,19215199.15,1086011.0,28025196.150559634
surf,277,320_6000,320,6000,100.0,normal,CY,no,10702638000.0,212012875776.0,-9999.0,-9999.0,26043361.55279082,19215199.15,1086011.0,46344571.70279082
surf,277,320_6000,320,6000,100.0,normal,CZ,no,10702638000.0,211191169024.0,-9999.0,-9999.0,23007766.002380755,19215199.15,1086011.0,43308976.15238075
surf,277,320_6000,320,6000,100.0,normal,DE,no,10702638000.0,212091191296.0,-9999.0,-9999.0,13844392.869462688,19215199.15,1086011.0,34145603.01946269
surf,277,320_6000,320,6000,100.0,normal,DK,no,10702638000.0,212343160832.0,-9999.0,-9999.0,5748823.829766223,19215199.15,1086011.0,26050033.97976622
surf,277,320_6000,320,6000,100.0,normal,DK-BHM,no,10702638000.0,212249460736.0,-9999.0,-9999.0,2267000.57901164,19215199.15,1086011.0,22568210.72901164
surf,277,320_6000,320,6000,100.0,normal,DK-DK1,no,10702638000.0,212343160832.0,-9999.0,-9999.0,5201753.805234809,19215199.15,1086011.0,25502963.955234807
surf,277,320_6000,320,6000,100.0,normal,DK-DK2,no,10702638000.0,212293533696.0,-9999.0,-9999.0,6430351.183010666,19215199.15,1086011.0,26731561.333010666
surf,277,320_6000,320,6000,100.0,normal,EE,no,10702638000.0,211819069440.0,-9999.0,-9999.0,15041010.065159367,19215199.15,1086011.0,35342220.215159364
surf,277,320_6000,320,6000,100.0,normal,ES,no,10702638000.0,212264370176.0,-9999.0,-9999.0,4820662.05012108,19215199.15,1086011.0,25121872.20012108
surf,277,320_6000,320,6000,100.0,normal,FI,no,10702638000.0,212343160832.0,-9999.0,-9999.0,4194481.0567477,19215199.15,1086011.0,24495691.2067477
surf,277,320_6000,320,6000,100.0,normal,FR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,1379271.625084752,19215199.15,1086011.0,21680481.77508475
surf,277,320_6000,320,6000,100.0,normal,GB,no,10702638000.0,211694518272.0,-9999.0,-9999.0,7198649.266217053,19215199.15,1086011.0,27499859.41621705
