workload,NoH,battery,battery_capacity,battery_speed,battery_embodied_rate,allocationType,carbon_trace,failures,runtime,energy_usage,scheduler_delay,SLA_violations,carbon_emission,embodied_carbon_host,embodied_carbon_battery,total_carbon
surf,277,320_800,320,800,100.0,normal,AU-SA,no,10702638000.0,212308426752.0,-9999.0,-9999.0,8327615.270651937,19215199.15,1086011.0,28628825.420651935
surf,277,320_800,320,800,100.0,normal,AU-TAS,no,10702638000.0,211612942336.0,-9999.0,-9999.0,5850331.359964859,19215199.15,1086011.0,26151541.509964857
surf,277,320_800,320,800,100.0,normal,AU-VIC,no,10702638000.0,211191169024.0,-9999.0,-9999.0,28350094.001199763,19215199.15,1086011.0,48651304.15119976
surf,277,320_800,320,800,100.0,normal,AU-WA,no,10702638000.0,212343160832.0,-9999.0,-9999.0,18608933.39302463,19215199.15,1086011.0,38910143.54302463
surf,277,320_800,320,800,100.0,normal,BA,no,10702638000.0,212091191296.0,-9999.0,-9999.0,24533394.71390491,19215199.15,1086011.0,44834604.86390491
surf,277,320_800,320,800,100.0,normal,BE,no,10702638000.0,212091191296.0,-9999.0,-9999.0,6248803.1299342085,19215199.15,1086011.0,26550013.279934205
surf,277,320_800,320,800,100.0,normal,BG,no,10702638000.0,211916636160.0,-9999.0,-9999.0,12651589.680742327,19215199.15,1086011.0,32952799.830742326
surf,277,320_800,320,800,100.0,normal,BR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,4048825.750467774,19215199.15,1086011.0,24350035.900467772
surf,277,320_800,320,800,100.0,normal,BR-CS,no,10702638000.0,212071284736.0,-9999.0,-9999.0,4685288.478027548,19215199.15,1086011.0,24986498.628027547
surf,277,320_800,320,800,100.0,normal,BR-N,no,10702638000.0,211191169024.0,-9999.0,-9999.0,4085541.2503736,19215199.15,1086011.0,24386751.4003736
surf,277,320_800,320,800,100.0,normal,BR-NE,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1985498.824119067,19215199.15,1086011.0,22286708.974119067
surf,277,320_800,320,800,100.0,normal,BR-S,no,10702638000.0,211719667712.0,-9999.0,-9999.0,3664056.7011302924,19215199.15,1086011.0,23965266.85113029
surf,277,320_800,320,800,100.0,normal,CA-ON,no,10702638000.0,211819069440.0,-9999.0,-9999.0,3861066.8949742834,19215199.15,1086011.0,24162277.044974282
surf,277,320_800,320,800,100.0,normal,CA-QC,no,10702638000.0,211191169024.0,-9999.0,-9999.0,1966161.0000890114,19215199.15,1086011.0,22267371.15008901
surf,277,320_800,320,800,100.0,normal,CH,no,10702638000.0,212156153856.0,-9999.0,-9999.0,2913132.0752822603,19215199.15,1086011.0,23214342.22528226
surf,277,320_800,320,800,100.0,normal,CL-SEN,no,10702638000.0,212343160832.0,-9999.0,-9999.0,11753842.412445342,19215199.15,1086011.0,32055052.562445343
surf,277,320_800,320,800,100.0,normal,CR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,7728246.501058728,19215199.15,1086011.0,28029456.651058726
surf,277,320_800,320,800,100.0,normal,CY,no,10702638000.0,212012875776.0,-9999.0,-9999.0,26146697.664269876,19215199.15,1086011.0,46447907.81426987
surf,277,320_800,320,800,100.0,normal,CZ,no,10702638000.0,211191169024.0,-9999.0,-9999.0,23075902.001241274,19215199.15,1086011.0,43377112.15124127
surf,277,320_800,320,800,100.0,normal,DE,no,10702638000.0,212091191296.0,-9999.0,-9999.0,13876154.011277463,19215199.15,1086011.0,34177364.16127746
surf,277,320_800,320,800,100.0,normal,DK,no,10702638000.0,212343160832.0,-9999.0,-9999.0,5751167.833131517,19215199.15,1086011.0,26052377.983131517
surf,277,320_800,320,800,100.0,normal,DK-BHM,no,10702638000.0,212249460736.0,-9999.0,-9999.0,2267421.5891649374,19215199.15,1086011.0,22568631.739164937
surf,277,320_800,320,800,100.0,normal,DK-DK1,no,10702638000.0,212343160832.0,-9999.0,-9999.0,5207252.856183358,19215199.15,1086011.0,25508463.006183356
surf,277,320_800,320,800,100.0,normal,DK-DK2,no,10702638000.0,212293533696.0,-9999.0,-9999.0,6432698.212685655,19215199.15,1086011.0,26733908.362685654
surf,277,320_800,320,800,100.0,normal,EE,no,10702638000.0,211819069440.0,-9999.0,-9999.0,15049207.192440866,19215199.15,1086011.0,35350417.342440866
surf,277,320_800,320,800,100.0,normal,ES,no,10702638000.0,212264370176.0,-9999.0,-9999.0,4827372.59406223,19215199.15,1086011.0,25128582.74406223
surf,277,320_800,320,800,100.0,normal,FI,no,10702638000.0,212343160832.0,-9999.0,-9999.0,4195706.090103516,19215199.15,1086011.0,24496916.240103513
surf,277,320_800,320,800,100.0,normal,FR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,1378896.1250274854,19215199.15,1086011.0,21680106.275027484
surf,277,320_800,320,800,100.0,normal,GB,no,10702638000.0,211694518272.0,-9999.0,-9999.0,7209705.781763629,19215199.15,1086011.0,27510915.931763627
surf,277,320_800,320,800,100.0,normal,GB-NIR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,16767794.00006464,19215199.15,1086011.0,37069004.15006464
surf,277,320_800,320,800,100.0,normal,GR,no,10702638000.0,211916636160.0,-9999.0,-9999.0,12408512.605179802,19215199.15,1086011.0,32709722.7551798
surf,277,320_800,320,800,100.0,normal,HK,no,10702638000.0,212343160832.0,-9999.0,-9999.0,25540050.8,19215199.15,1086011.0,45841260.95
surf,277,320_800,320,800,100.0,normal,HR,no,10702638000.0,212343160832.0,-9999.0,-9999.0,9954619.839892153,19215199.15,1086011.0,30255829.98989215
surf,277,320_800,320,800,100.0,normal,HU,no,10702638000.0,212091191296.0,-9999.0,-9999.0,10187924.478605505,19215199.15,1086011.0,30489134.628605504
surf,277,320_800,320,800,100.0,normal,IE,no,10702638000.0,212071284736.0,-9999.0,-9999.0,23072763.18938788,19215199.15,1086011.0,43373973.33938788
surf,277,320_800,320,800,100.0,normal,IL,no,10702638000.0,212091191296.0,-9999.0,-9999.0,28573936.265828725,19215199.15,1086011.0,48875146.41582872
surf,277,320_800,320,800,100.0,normal,IN,no,10702638000.0,211819069440.0,-9999.0,-9999.0,37768202.431151755,19215199.15,1086011.0,58069412.58115175
surf,277,320_800,320,800,100.0,normal,IN-EA,no,10702638000.0,212071284736.0,-9999.0,-9999.0,45643358.906952195,19215199.15,1086011.0,65944569.05695219
surf,277,320_800,320,800,100.0,normal,IN-NE,no,10702638000.0,212343160832.0,-9999.0,-9999.0,24336942.415760003,19215199.15,1086011.0,44638152.56576
surf,277,320_800,320,800,100.0,normal,IN-NO,no,10702638000.0,211819069440.0,-9999.0,-9999.0,30701981.440531857,19215199.15,1086011.0,51003191.590531856
surf,277,320_800,320,800,100.0,normal,IN-SO,no,10702638000.0,211853803520.0,-9999.0,-9999.0,32181591.240930688,19215199.15,1086011.0,52482801.39093068
surf,277,320_800,320,800,100.0,normal,IN-WE,no,10702638000.0,212264370176.0,-9999.0,-9999.0,43066165.904471576,19215199.15,1086011.0,63367376.054471575
surf,277,320_800,320,800,100.0,normal,IS,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1654542.3283506592,19215199.15,1086011.0,21955752.478350658
surf,277,320_800,320,800,100.0,normal,IT,no,10702638000.0,212012875776.0,-9999.0,-9999.0,11647874.019397037,19215199.15,1086011.0,31949084.169397034
surf,277,320_800,320,800,100.0,normal,IT-CNO,no,10702638000.0,211994935296.0,-9999.0,-9999.0,10880448.005516341,19215199.15,1086011.0,31181658.15551634
surf,277,320_800,320,800,100.0,normal,IT-CSO,no,10702638000.0,212012875776.0,-9999.0,-9999.0,11542737.325405058,19215199.15,1086011.0,31843947.475405056
surf,277,320_800,320,800,100.0,normal,IT-NO,no,10702638000.0,211588661248.0,-9999.0,-9999.0,11157489.327173773,19215199.15,1086011.0,31458699.47717377
surf,277,320_800,320,800,100.0,normal,IT-SAR,no,10702638000.0,212343160832.0,-9999.0,-9999.0,23563080.983921964,19215199.15,1086011.0,43864291.133921966
surf,277,320_800,320,800,100.0,normal,IT-SIC,no,10702638000.0,212308426752.0,-9999.0,-9999.0,11133235.46455349,19215199.15,1086011.0,31434445.61455349
surf,277,320_800,320,800,100.0,normal,IT-SO,no,10702638000.0,212214726656.0,-9999.0,-9999.0,10426084.520951377,19215199.15,1086011.0,30727294.670951374
surf,277,320_800,320,800,100.0,normal,JP,no,10702638000.0,211191169024.0,-9999.0,-9999.0,20641212.001239207,19215199.15,1086011.0,40942422.1512392
surf,277,320_800,320,800,100.0,normal,JP-CB,no,10702638000.0,211191169024.0,-9999.0,-9999.0,20359698.0001287,19215199.15,1086011.0,40660908.1501287
surf,277,320_800,320,800,100.0,normal,JP-CG,no,10702638000.0,211385319424.0,-9999.0,-9999.0,20040036.646809135,19215199.15,1086011.0,40341246.79680914
surf,277,320_800,320,800,100.0,normal,JP-HKD,no,10702638000.0,211274530816.0,-9999.0,-9999.0,20144059.09867193,19215199.15,1086011.0,40445269.248671934
surf,277,320_800,320,800,100.0,normal,JP-HR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,21921190.001380946,19215199.15,1086011.0,42222400.15138094
surf,277,320_800,320,800,100.0,normal,JP-KN,no,10702638000.0,212299104256.0,-9999.0,-9999.0,16225958.721754275,19215199.15,1086011.0,36527168.871754274
surf,277,320_800,320,800,100.0,normal,JP-KY,no,10702638000.0,211274530816.0,-9999.0,-9999.0,10733298.658312812,19215199.15,1086011.0,31034508.80831281
surf,277,320_800,320,800,100.0,normal,JP-ON,no,10702638000.0,211385319424.0,-9999.0,-9999.0,31539958.67636997,19215199.15,1086011.0,51841168.82636997
surf,277,320_800,320,800,100.0,normal,JP-TH,no,10702638000.0,211191169024.0,-9999.0,-9999.0,21870634.00068904,19215199.15,1086011.0,42171844.150689036
surf,277,320_800,320,800,100.0,normal,JP-TK,no,10702638000.0,211191169024.0,-9999.0,-9999.0,25418356.00122825,19215199.15,1086011.0,45719566.15122825
surf,277,320_800,320,800,100.0,normal,KE,no,10702638000.0,212343160832.0,-9999.0,-9999.0,5342830.990072429,19215199.15,1086011.0,25644041.140072428
surf,277,320_800,320,800,100.0,normal,KR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,22503052.000510503,19215199.15,1086011.0,42804262.150510505
surf,277,320_800,320,800,100.0,normal,LT,no,10702638000.0,211191169024.0,-9999.0,-9999.0,6634154.500012529,19215199.15,1086011.0,26935364.650012527
surf,277,320_800,320,800,100.0,normal,LU,no,10702638000.0,212012875776.0,-9999.0,-9999.0,9692605.653612645,19215199.15,1086011.0,29993815.803612642
surf,277,320_800,320,800,100.0,normal,LV,no,10702638000.0,212078034944.0,-9999.0,-9999.0,5527414.560758852,19215199.15,1086011.0,25828624.71075885
surf,277,320_800,320,800,100.0,normal,MY,no,10702638000.0,212156153856.0,-9999.0,-9999.0,31421915.720502283,19215199.15,1086011.0,51723125.87050228
surf,277,320_800,320,800,100.0,normal,MY-WM,no,10702638000.0,212156153856.0,-9999.0,-9999.0,36962922.75564484,19215199.15,1086011.0,57264132.90564484
surf,277,320_800,320,800,100.0,normal,NI,no,10702638000.0,212190887936.0,-9999.0,-9999.0,19484637.509203594,19215199.15,1086011.0,39785847.65920359
surf,277,320_800,320,800,100.0,normal,NL,no,10702638000.0,212214726656.0,-9999.0,-9999.0,9860692.152708909,19215199.15,1086011.0,30161902.30270891
surf,277,320_800,320,800,100.0,normal,NO,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1850538.7346030944,19215199.15,1086011.0,22151748.884603094
surf,277,320_800,320,800,100.0,normal,NO-NO1,no,10702638000.0,211191169024.0,-9999.0,-9999.0,1455858.0000216526,19215199.15,1086011.0,21757068.15002165
surf,277,320_800,320,800,100.0,normal,NO-NO2,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1563921.1106626303,19215199.15,1086011.0,21865131.26066263
surf,277,320_800,320,800,100.0,normal,NO-NO3,no,10702638000.0,211191169024.0,-9999.0,-9999.0,1618790.250089945,19215199.15,1086011.0,21920000.400089942
surf,277,320_800,320,800,100.0,normal,NO-NO4,no,10702638000.0,212343160832.0,-9999.0,-9999.0,3450653.4958857177,19215199.15,1086011.0,23751863.645885717
surf,277,320_800,320,800,100.0,normal,NO-NO5,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1487261.1356409874,19215199.15,1086011.0,21788471.285640985
surf,277,320_800,320,800,100.0,normal,NZ,no,10702638000.0,211629146112.0,-9999.0,-9999.0,7709718.340672359,19215199.15,1086011.0,28010928.490672357
surf,277,320_800,320,800,100.0,normal,PA,no,10702638000.0,211191169024.0,-9999.0,-9999.0,13109298.000429632,19215199.15,1086011.0,33410508.15042963
surf,277,320_800,320,800,100.0,normal,PE,no,10702638000.0,211191169024.0,-9999.0,-9999.0,9252042.000286339,19215199.15,1086011.0,29553252.15028634
surf,277,320_800,320,800,100.0,normal,PH,no,10702638000.0,211274530816.0,-9999.0,-9999.0,36822048.46857188,19215199.15,1086011.0,57123258.61857188
surf,277,320_800,320,800,100.0,normal,PH-LU,no,10702638000.0,211819069440.0,-9999.0,-9999.0,37598039.43993619,19215199.15,1086011.0,57899249.58993619
surf,277,320_800,320,800,100.0,normal,PH-MI,no,10702638000.0,211191169024.0,-9999.0,-9999.0,34876040.00056457,19215199.15,1086011.0,55177250.150564566
surf,277,320_800,320,800,100.0,normal,PH-VI,no,10702638000.0,211191169024.0,-9999.0,-9999.0,33719392.00164511,19215199.15,1086011.0,54020602.15164511
surf,277,320_800,320,800,100.0,normal,PL,no,10702638000.0,212091191296.0,-9999.0,-9999.0,34449501.03181822,19215199.15,1086011.0,54750711.18181822
surf,277,320_800,320,800,100.0,normal,PT,no,10702638000.0,212214726656.0,-9999.0,-9999.0,4108700.9355217735,19215199.15,1086011.0,24409911.085521773
surf,277,320_800,320,800,100.0,normal,RO,no,10702638000.0,212343160832.0,-9999.0,-9999.0,15414455.464381874,19215199.15,1086011.0,35715665.61438187
surf,277,320_800,320,800,100.0,normal,RS,no,10702638000.0,212308426752.0,-9999.0,-9999.0,26111904.22074328,19215199.15,1086011.0,46413114.370743275
surf,277,320_800,320,800,100.0,normal,SE,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1201875.5365387376,19215199.15,1086011.0,21503085.686538737
surf,277,320_800,320,800,100.0,normal,SE-SE1,no,10702638000.0,212308426752.0,-9999.0,-9999.0,846260.2470184865,19215199.15,1086011.0,21147470.397018485
surf,277,320_800,320,800,100.0,normal,SE-SE2,no,10702638000.0,212343160832.0,-9999.0,-9999.0,989259.6186903808,19215199.15,1086011.0,21290469.768690377
surf,277,320_800,320,800,100.0,normal,SE-SE3,no,10702638000.0,212302233600.0,-9999.0,-9999.0,1153978.5950741589,19215199.15,1086011.0,21455188.745074157
surf,277,320_800,320,800,100.0,normal,SE-SE4,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1613179.3223643887,19215199.15,1086011.0,21914389.47236439
surf,277,320_800,320,800,100.0,normal,SG,no,10702638000.0,211500711936.0,-9999.0,-9999.0,27547151.171180163,19215199.15,1086011.0,47848361.321180165
surf,277,320_800,320,800,100.0,normal,SI,no,10702638000.0,212156153856.0,-9999.0,-9999.0,9775196.845015954,19215199.15,1086011.0,30076406.995015953
surf,277,320_800,320,800,100.0,normal,SK,no,10702638000.0,212103643136.0,-9999.0,-9999.0,9883780.132536419,19215199.15,1086011.0,30184990.282536417
surf,277,320_800,320,800,100.0,normal,TR,no,10702638000.0,212343160832.0,-9999.0,-9999.0,20869962.966683682,19215199.15,1086011.0,41171173.11668368
surf,277,320_800,320,800,100.0,normal,TW,no,10702638000.0,211385319424.0,-9999.0,-9999.0,27779807.13727993,19215199.15,1086011.0,48081017.28727993
surf,277,320_800,320,800,100.0,normal,US,no,10702638000.0,212343160832.0,-9999.0,-9999.0,21496534.42311509,19215199.15,1086011.0,41797744.57311509
surf,277,320_800,320,800,100.0,normal,US-CAL-BANC,no,10702638000.0,212343160832.0,-9999.0,-9999.0,10252823.186814047,19215199.15,1086011.0,30554033.336814046
surf,277,320_800,320,800,100.0,normal,US-CAL-CISO,no,10702638000.0,212343160832.0,-9999.0,-9999.0,6071817.22561095,19215199.15,1086011.0,26373027.375610948
surf,277,320_800,320,800,100.0,normal,US-CAL-IID,no,10702638000.0,212343160832.0,-9999.0,-9999.0,21929990.23976978,19215199.15,1086011.0,42231200.38976978
surf,277,320_800,320,800,100.0,normal,US-CAL-LDWP,no,10702638000.0,211191169024.0,-9999.0,-9999.0,15148182.001910584,19215199.15,1086011.0,35449392.15191058
surf,277,320_800,320,800,100.0,normal,US-CAL-TIDC,no,10702638000.0,212343160832.0,-9999.0,-9999.0,17713768.366767574,19215199.15,1086011.0,38014978.51676758
surf,277,320_800,320,800,100.0,normal,US-CAR-CPLE,no,10702638000.0,212343160832.0,-9999.0,-9999.0,16076466.241641568,19215199.15,1086011.0,36377676.391641565
surf,277,320_800,320,800,100.0,normal,US-CAR-CPLW,no,10702638000.0,212112769024.0,-9999.0,-9999.0,24625857.299724184,19215199.15,1086011.0,44927067.44972418
surf,277,320_800,320,800,100.0,normal,US-CAR-DUK,no,10702638000.0,212343160832.0,-9999.0,-9999.0,15527036.156004036,19215199.15,1086011.0,35828246.30600403
surf,277,320_800,320,800,100.0,normal,US-CAR-SC,no,10702638000.0,212343160832.0,-9999.0,-9999.0,32343143.76706453,19215199.15,1086011.0,52644353.91706453
surf,277,320_800,320,800,100.0,normal,US-CAR-SCEG,no,10702638000.0,212216496128.0,-9999.0,-9999.0,22179104.39290683,19215199.15,1086011.0,42480314.54290683
surf,277,320_800,320,800,100.0,normal,US-CAR-YAD,no,10702638000.0,212141309952.0,-9999.0,-9999.0,2069602.8932240293,19215199.15,1086011.0,22370813.04322403
surf,277,320_800,320,800,100.0,normal,US-CENT-SPA,no,10702638000.0,211191169024.0,-9999.0,-9999.0,3089132.2501028287,19215199.15,1086011.0,23390342.400102828
surf,277,320_800,320,800,100.0,normal,US-CENT-SWPP,no,10702638000.0,212156153856.0,-9999.0,-9999.0,18816890.60537393,19215199.15,1086011.0,39118100.755373925
surf,277,320_800,320,800,100.0,normal,US-FLA-FMPP,no,10702638000.0,212343160832.0,-9999.0,-9999.0,30167695.876353852,19215199.15,1086011.0,50468906.02635385
surf,277,320_800,320,800,100.0,normal,US-FLA-FPC,no,10702638000.0,212343160832.0,-9999.0,-9999.0,26635629.57512836,19215199.15,1086011.0,46936839.72512836
surf,277,320_800,320,800,100.0,normal,US-FLA-FPL,no,10702638000.0,212308426752.0,-9999.0,-9999.0,19013924.8854142,19215199.15,1086011.0,39315135.035414204
surf,277,320_800,320,800,100.0,normal,US-FLA-GVL,no,10702638000.0,211819069440.0,-9999.0,-9999.0,32983768.46100496,19215199.15,1086011.0,53284978.61100496
surf,277,320_800,320,800,100.0,normal,US-FLA-JEA,no,10702638000.0,212249853952.0,-9999.0,-9999.0,34277573.70665132,19215199.15,1086011.0,54578783.85665132
surf,277,320_800,320,800,100.0,normal,US-FLA-SEC,no,10702638000.0,212156153856.0,-9999.0,-9999.0,32405656.580777414,19215199.15,1086011.0,52706866.73077741
surf,277,320_800,320,800,100.0,normal,US-FLA-TAL,no,10702638000.0,212112769024.0,-9999.0,-9999.0,25724680.698203836,19215199.15,1086011.0,46025890.84820384
surf,277,320_800,320,800,100.0,normal,US-FLA-TEC,no,10702638000.0,212343160832.0,-9999.0,-9999.0,26035955.096629974,19215199.15,1086011.0,46337165.24662997
surf,277,320_800,320,800,100.0,normal,US-MIDA-PJM,no,10702638000.0,212343160832.0,-9999.0,-9999.0,22087627.590602797,19215199.15,1086011.0,42388837.74060279
surf,277,320_800,320,800,100.0,normal,US-MIDW-AECI,no,10702638000.0,212343160832.0,-9999.0,-9999.0,31037819.27036663,19215199.15,1086011.0,51339029.42036663
surf,277,320_800,320,800,100.0,normal,US-MIDW-LGEE,no,10702638000.0,211947503616.0,-9999.0,-9999.0,49820966.37056856,19215199.15,1086011.0,70122176.52056855
surf,277,320_800,320,800,100.0,normal,US-MIDW-MISO,no,10702638000.0,212156153856.0,-9999.0,-9999.0,25062087.465648692,19215199.15,1086011.0,45363297.61564869
surf,277,320_800,320,800,100.0,normal,US-NE-ISNE,no,10702638000.0,211191169024.0,-9999.0,-9999.0,14986652.001438433,19215199.15,1086011.0,35287862.15143843
surf,277,320_800,320,800,100.0,normal,US-NW-AVA,no,10702638000.0,211191169024.0,-9999.0,-9999.0,8553868.000176586,19215199.15,1086011.0,28855078.150176585
surf,277,320_800,320,800,100.0,normal,US-NW-BPAT,no,10702638000.0,211191169024.0,-9999.0,-9999.0,4402338.500019781,19215199.15,1086011.0,24703548.65001978
surf,277,320_800,320,800,100.0,normal,US-NW-CHPD,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1450814.9359233098,19215199.15,1086011.0,21752025.085923307
surf,277,320_800,320,800,100.0,normal,US-NW-DOPD,no,10702638000.0,212343160832.0,-9999.0,-9999.0,1428564.2213873842,19215199.15,1086011.0,21729774.37138738
surf,277,320_800,320,800,100.0,normal,US-NW-GCPD,no,10702638000.0,212308426752.0,-9999.0,-9999.0,2562018.7733624773,19215199.15,1086011.0,22863228.923362475
surf,277,320_800,320,800,100.0,normal,US-NW-GRID,no,10702638000.0,211191169024.0,-9999.0,-9999.0,23778552.00334807,19215199.15,1086011.0,44079762.15334807
surf,277,320_800,320,800,100.0,normal,US-NW-IPCO,no,10702638000.0,212343160832.0,-9999.0,-9999.0,9432499.722427959,19215199.15,1086011.0,29733709.872427955
surf,277,320_800,320,800,100.0,normal,US-NW-NEVP,no,10702638000.0,212343160832.0,-9999.0,-9999.0,17029144.402270753,19215199.15,1086011.0,37330354.552270755
surf,277,320_800,320,800,100.0,normal,US-NW-NWMT,no,10702638000.0,211984334848.0,-9999.0,-9999.0,22616837.6992701,19215199.15,1086011.0,42918047.8492701
surf,277,320_800,320,800,100.0,normal,US-NW-PACE,no,10702638000.0,212343160832.0,-9999.0,-9999.0,24918974.487030003,19215199.15,1086011.0,45220184.637030005
surf,277,320_800,320,800,100.0,normal,US-NW-PACW,no,10702638000.0,211191169024.0,-9999.0,-9999.0,7998100.50052331,19215199.15,1086011.0,28299310.65052331
surf,277,320_800,320,800,100.0,normal,US-NW-PGE,no,10702638000.0,212258799616.0,-9999.0,-9999.0,8283991.90553074,19215199.15,1086011.0,28585202.055530738
surf,277,320_800,320,800,100.0,normal,US-NW-PSCO,no,10702638000.0,212264370176.0,-9999.0,-9999.0,20638339.808886673,19215199.15,1086011.0,40939549.95888667
surf,277,320_800,320,800,100.0,normal,US-NW-PSEI,no,10702638000.0,211191169024.0,-9999.0,-9999.0,7513894.500315032,19215199.15,1086011.0,27815104.65031503
surf,277,320_800,320,800,100.0,normal,US-NW-SCL,no,10702638000.0,211191169024.0,-9999.0,-9999.0,3136660.2503142655,19215199.15,1086011.0,23437870.400314264
surf,277,320_800,320,800,100.0,normal,US-NW-TPWR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,3130495.0003101877,19215199.15,1086011.0,23431705.150310185
surf,277,320_800,320,800,100.0,normal,US-NW-WACM,no,10702638000.0,212343160832.0,-9999.0,-9999.0,30303605.889454566,19215199.15,1086011.0,50604816.039454564
surf,277,320_800,320,800,100.0,normal,US-NW-WAUW,no,10702638000.0,212071284736.0,-9999.0,-9999.0,10851935.674491962,19215199.15,1086011.0,31153145.824491963
surf,277,320_800,320,800,100.0,normal,US-NY-NYIS,no,10702638000.0,212012875776.0,-9999.0,-9999.0,15985699.892639155,19215199.15,1086011.0,36286910.04263915
surf,277,320_800,320,800,100.0,normal,US-SE-SOCO,no,10702638000.0,212343160832.0,-9999.0,-9999.0,22818043.267464906,19215199.15,1086011.0,43119253.417464904
surf,277,320_800,320,800,100.0,normal,US-SW-AZPS,no,10702638000.0,212343160832.0,-9999.0,-9999.0,17662766.398390334,19215199.15,1086011.0,37963976.54839033
surf,277,320_800,320,800,100.0,normal,US-SW-EPE,no,10702638000.0,212033961984.0,-9999.0,-9999.0,24057756.816972513,19215199.15,1086011.0,44358966.966972515
surf,277,320_800,320,800,100.0,normal,US-SW-PNM,no,10702638000.0,212343160832.0,-9999.0,-9999.0,14081130.751429532,19215199.15,1086011.0,34382340.901429534
surf,277,320_800,320,800,100.0,normal,US-SW-SRP,no,10702638000.0,212343160832.0,-9999.0,-9999.0,11689814.296810072,19215199.15,1086011.0,31991024.44681007
surf,277,320_800,320,800,100.0,normal,US-SW-TEPC,no,10702638000.0,212343160832.0,-9999.0,-9999.0,26932652.58903282,19215199.15,1086011.0,47233862.73903282
surf,277,320_800,320,800,100.0,normal,US-SW-WALC,no,10702638000.0,211191169024.0,-9999.0,-9999.0,14907424.000255533,19215199.15,1086011.0,35208634.15025553
surf,277,320_800,320,800,100.0,normal,US-TEN-TVA,no,10702638000.0,212343160832.0,-9999.0,-9999.0,19319987.23533336,19215199.15,1086011.0,39621197.38533336
surf,277,320_800,320,800,100.0,normal,US-TEX-ERCO,no,10702638000.0,212343160832.0,-9999.0,-9999.0,17809713.828037314,19215199.15,1086011.0,38110923.97803731
surf,277,320_800,320,800,100.0,normal,UY,no,10702638000.0,212299104256.0,-9999.0,-9999.0,2784691.0371509106,19215199.15,1086011.0,23085901.18715091
surf,277,320_800,320,800,100.0,normal,ZA,no,10702638000.0,212012875776.0,-9999.0,-9999.0,41237037.84774953,19215199.15,1086011.0,61538247.99774953
surf,277,320_350,320,350,100.0,normal,AT,no,10702638000.0,212214726656.0,-9999.0,-9999.0,4021135.6572524863,19215199.15,1086011.0,24322345.807252485
surf,277,320_350,320,350,100.0,normal,AU,no,10702638000.0,211191169024.0,-9999.0,-9999.0,24644494.00023722,19215199.15,1086011.0,44945704.15023722
surf,277,320_350,320,350,100.0,normal,AU-NSW,no,10702638000.0,211819069440.0,-9999.0,-9999.0,25894473.473462116,19215199.15,1086011.0,46195683.62346211
surf,277,320_350,320,350,100.0,normal,AU-NT,no,10702638000.0,212343160832.0,-9999.0,-9999.0,28677447.632721435,19215199.15,1086011.0,48978657.78272143
surf,277,320_350,320,350,100.0,normal,AU-QLD,no,10702638000.0,211191169024.0,-9999.0,-9999.0,26964888.00120512,19215199.15,1086011.0,47266098.15120512
surf,277,320_350,320,350,100.0,normal,AU-SA,no,10702638000.0,212308426752.0,-9999.0,-9999.0,8840672.278002743,19215199.15,1086011.0,29141882.42800274
surf,277,320_350,320,350,100.0,normal,AU-TAS,no,10702638000.0,211612942336.0,-9999.0,-9999.0,6012377.857688774,19215199.15,1086011.0,26313588.007688772
surf,277,320_350,320,350,100.0,normal,AU-VIC,no,10702638000.0,211191169024.0,-9999.0,-9999.0,28862282.003126003,19215199.15,1086011.0,49163492.153126
surf,277,320_350,320,350,100.0,normal,AU-WA,no,10702638000.0,212343160832.0,-9999.0,-9999.0,19047057.405987218,19215199.15,1086011.0,39348267.55598722
surf,277,320_350,320,350,100.0,normal,BA,no,10702638000.0,212091191296.0,-9999.0,-9999.0,24740592.734984167,19215199.15,1086011.0,45041802.884984165
surf,277,320_350,320,350,100.0,normal,BE,no,10702638000.0,212091191296.0,-9999.0,-9999.0,6326030.13182268,19215199.15,1086011.0,26627240.281822678
surf,277,320_350,320,350,100.0,normal,BG,no,10702638000.0,211667288064.0,-9999.0,-9999.0,12783961.029904714,19215199.15,1086011.0,33085171.179904714
surf,277,320_350,320,350,100.0,normal,BR,no,10702638000.0,211191169024.0,-9999.0,-9999.0,4059788.250035927,19215199.15,1086011.0,24360998.400035925
surf,277,320_350,320,350,100.0,normal,BR-CS,no,10702638000.0,211576225792.0,-9999.0,-9999.0,4713652.709711335,19215199.15,1086011.0,25014862.859711334
surf,277,320_350,320,350,100.0,normal,BR-N,no,10702638000.0,211191169024.0,-9999.0,-9999.0,4117630.2504778244,19215199.15,1086011.0,24418840.400477823
