workload,NoH,battery,allocationType,carbon_trace,failures,runtime,energy_usage,scheduler_delay,SLA_violations,carbon_emission,embodied_carbon_host,embodied_carbon_battery,total_carbon
marconi,972,25_1000,normal,US-CENT-SWPP,no,2571322000,1680827200000.0,-9999.0,-9999.0,151343040.00457782,56142878.572602734,20384.021,207506302.59818053
marconi,972,25_1000,normal,SE-SE3,no,2571322000,1680850300000.0,-9999.0,-9999.0,11399105.453573328,56142878.572602734,20384.021,67562368.04717606
marconi,972,25_1000,normal,PH-MI,no,2571322000,1680917100000.0,-9999.0,-9999.0,269084929.9005252,56142878.572602734,20384.021,325248192.4941279
marconi,972,25_1000,normal,US-NW-WAUW,no,2571322000,1680827200000.0,-9999.0,-9999.0,119205696.00303484,56142878.572602734,20384.021,175368958.59663758
marconi,972,25_1000,normal,AU,no,2571322000,1680827200000.0,-9999.0,-9999.0,237054464.04032177,56142878.572602734,20384.021,293217726.6339245
marconi,972,25_1000,normal,AU-NT,no,2571322000,1680917100000.0,-9999.0,-9999.0,229713379.08612445,56142878.572602734,20384.021,285876641.6797272
marconi,972,25_1000,normal,US-NW-GRID,no,2571322000,1680827200000.0,-9999.0,-9999.0,218423888.03039485,56142878.572602734,20384.021,274587150.62399757
marconi,972,25_1000,normal,SE-SE4,no,2571322000,1680827200000.0,-9999.0,-9999.0,22947192.003711805,56142878.572602734,20384.021,79110454.59731454
marconi,972,25_1000,normal,US-MIDA-PJM,no,2571322000,1680917100000.0,-9999.0,-9999.0,166558548.00180727,56142878.572602734,20384.021,222721810.59541
marconi,972,25_1000,normal,US-CAL-CISO,no,2571322000,1680827200000.0,-9999.0,-9999.0,86046624.00022462,56142878.572602734,20384.021,142209886.59382737
marconi,972,25_1000,normal,JP-HR,no,2571322000,1680827200000.0,-9999.0,-9999.0,206366304.03288463,56142878.572602734,20384.021,262529566.62648737
marconi,972,25_1000,normal,JP-KY,no,2571322000,1680827200000.0,-9999.0,-9999.0,129960440.02106228,56142878.572602734,20384.021,186123702.61466503
marconi,972,25_1000,normal,MY,no,2571322000,1680827200000.0,-9999.0,-9999.0,251156624.0262549,56142878.572602734,20384.021,307319886.6198576
marconi,972,25_1000,normal,SE,no,2571322000,1680850300000.0,-9999.0,-9999.0,12619064.394616216,56142878.572602734,20384.021,68782326.98821895
marconi,972,25_1000,normal,PL,no,2571322000,1680827200000.0,-9999.0,-9999.0,336477952.02241474,56142878.572602734,20384.021,392641214.61601746
marconi,972,25_1000,normal,IT-CNO,no,2571322000,1680827200000.0,-9999.0,-9999.0,108198144.01119466,56142878.572602734,20384.021,164361406.6047974
marconi,972,25_1000,normal,US-NW-BPAT,no,2571322000,1680917100000.0,-9999.0,-9999.0,47279308.672027975,56142878.572602734,20384.021,103442571.2656307
marconi,972,25_1000,normal,TR,no,2571322000,1680850300000.0,-9999.0,-9999.0,199220056.90618244,56142878.572602734,20384.021,255383319.49978518
marconi,972,25_1000,normal,US,no,2571322000,1680917100000.0,-9999.0,-9999.0,173752205.51917154,56142878.572602734,20384.021,229915468.11277425
marconi,972,25_1000,normal,US-NW-CHPD,no,2571322000,1680827200000.0,-9999.0,-9999.0,12208248.001885176,56142878.572602734,20384.021,68371510.59548791
marconi,972,25_1000,normal,AU-NSW,no,2571322000,1680827200000.0,-9999.0,-9999.0,260661616.0444424,56142878.572602734,20384.021,316824878.63804513
marconi,972,25_1000,normal,US-CAL-TIDC,no,2571322000,1680827200000.0,-9999.0,-9999.0,181378448.0617301,56142878.572602734,20384.021,237541710.6553328
marconi,972,25_1000,normal,DK-BHM,no,2571322000,1680827200000.0,-9999.0,-9999.0,33578440.000594534,56142878.572602734,20384.021,89741702.59419727
marconi,972,25_1000,normal,BR-CS,no,2571322000,1680827200000.0,-9999.0,-9999.0,29350718.003917355,56142878.572602734,20384.021,85513980.59752008
marconi,972,25_1000,normal,US-SE-SOCO,no,2571322000,1680850300000.0,-9999.0,-9999.0,176113364.04199976,56142878.572602734,20384.021,232276626.63560247
marconi,972,25_1000,normal,NO-NO1,no,2571322000,1680917100000.0,-9999.0,-9999.0,13384038.79055944,56142878.572602734,20384.021,69547301.38416217
marconi,972,25_1000,normal,PA,no,2571322000,1680917100000.0,-9999.0,-9999.0,116786317.5438076,56142878.572602734,20384.021,172949580.13741034
marconi,972,25_1000,normal,NI,no,2571322000,1680917100000.0,-9999.0,-9999.0,148735759.38202527,56142878.572602734,20384.021,204899021.97562802
marconi,972,25_1000,normal,CL-SEN,no,2571322000,1680827200000.0,-9999.0,-9999.0,131490704.00624664,56142878.572602734,20384.021,187653966.59984937
marconi,972,25_1000,normal,US-CAR-YAD,no,2571322000,1680917100000.0,-9999.0,-9999.0,16250552.450905437,56142878.572602734,20384.021,72413815.04450817
marconi,972,25_1000,normal,DK-DK1,no,2571322000,1680917100000.0,-9999.0,-9999.0,63784565.98363634,56142878.572602734,20384.021,119947828.57723907
marconi,972,25_1000,normal,US-CAR-CPLW,no,2571322000,1680917100000.0,-9999.0,-9999.0,173135215.02587414,56142878.572602734,20384.021,229298477.61947685
marconi,972,25_1000,normal,CH,no,2571322000,1680827200000.0,-9999.0,-9999.0,26710638.00376546,56142878.572602734,20384.021,82873900.5973682
marconi,972,25_1000,normal,IL,no,2571322000,1680827200000.0,-9999.0,-9999.0,249192688.05128017,56142878.572602734,20384.021,305355950.6448829
marconi,972,25_1000,normal,US-FLA-GVL,no,2571322000,1680917100000.0,-9999.0,-9999.0,258554448.8221168,56142878.572602734,20384.021,314717711.4157195
marconi,972,25_1000,normal,FR,no,2571322000,1680827200000.0,-9999.0,-9999.0,18754822.00212833,56142878.572602734,20384.021,74918084.59573106
marconi,972,25_1000,normal,IN,no,2571322000,1680827200000.0,-9999.0,-9999.0,326763744.0106651,56142878.572602734,20384.021,382927006.60426784
marconi,972,25_1000,normal,GR,no,2571322000,1680827200000.0,-9999.0,-9999.0,164779072.00983083,56142878.572602734,20384.021,220942334.60343355
marconi,972,25_1000,normal,US-NW-PACE,no,2571322000,1680827200000.0,-9999.0,-9999.0,264341376.0013351,56142878.572602734,20384.021,320504638.59493786
marconi,972,25_1000,normal,US-NW-NEVP,no,2571322000,1680827200000.0,-9999.0,-9999.0,195643280.0286841,56142878.572602734,20384.021,251806542.62228686
marconi,972,25_1000,normal,US-NW-PACW,no,2571322000,1680827200000.0,-9999.0,-9999.0,89276544.0259771,56142878.572602734,20384.021,145439806.61957985
marconi,972,25_1000,normal,SG,no,2571322000,1680827200000.0,-9999.0,-9999.0,225802848.0385072,56142878.572602734,20384.021,281966110.63210994
marconi,972,25_1000,normal,IT-SO,no,2571322000,1680917100000.0,-9999.0,-9999.0,113462155.5632867,56142878.572602734,20384.021,169625418.15688944
marconi,972,25_1000,normal,AU-TAS,no,2571322000,1680827200000.0,-9999.0,-9999.0,72163488.00502127,56142878.572602734,20384.021,128326750.598624
marconi,972,25_1000,normal,JP-CG,no,2571322000,1680827200000.0,-9999.0,-9999.0,214039296.03491083,56142878.572602734,20384.021,270202558.6285136
marconi,972,25_1000,normal,AU-VIC,no,2571322000,1680827200000.0,-9999.0,-9999.0,243224432.04105684,56142878.572602734,20384.021,299387694.6346596
marconi,972,25_1000,normal,US-NE-ISNE,no,2571322000,1680917100000.0,-9999.0,-9999.0,124898821.76382646,56142878.572602734,20384.021,181062084.3574292
marconi,972,25_1000,normal,JP-TH,no,2571322000,1680827200000.0,-9999.0,-9999.0,221307008.03498143,56142878.572602734,20384.021,277470270.62858415
marconi,972,25_1000,normal,EE,no,2571322000,1680917100000.0,-9999.0,-9999.0,155836091.3008301,56142878.572602734,20384.021,211999353.89443284
marconi,972,25_1000,normal,NZ,no,2571322000,1680827200000.0,-9999.0,-9999.0,60057888.01207995,56142878.572602734,20384.021,116221150.60568267
marconi,972,25_1000,normal,GB,no,2571322000,1680827200000.0,-9999.0,-9999.0,71689528.01497509,56142878.572602734,20384.021,127852790.60857782
marconi,972,25_1000,normal,CA-ON,no,2571322000,1680827200000.0,-9999.0,-9999.0,39350468.00912105,56142878.572602734,20384.021,95513730.60272378
marconi,972,25_1000,normal,DE,no,2571322000,1680827200000.0,-9999.0,-9999.0,157247072.00961584,56142878.572602734,20384.021,213410334.60321856
marconi,972,25_1000,normal,US-FLA-FMPP,no,2571322000,1680917100000.0,-9999.0,-9999.0,251817074.25,56142878.572602734,20384.021,307980336.8436027
marconi,972,25_1000,normal,JP-TK,no,2571322000,1680827200000.0,-9999.0,-9999.0,250964816.0406463,56142878.572602734,20384.021,307128078.63424903
marconi,972,25_1000,normal,US-CENT-SPA,no,2571322000,1680827200000.0,-9999.0,-9999.0,47948584.00036027,56142878.572602734,20384.021,104111846.593963
marconi,972,25_1000,normal,IS,no,2571322000,1680827200000.0,-9999.0,-9999.0,13251025.00166298,56142878.572602734,20384.021,69414287.59526572
marconi,972,25_1000,normal,PH-VI,no,2571322000,1680827200000.0,-9999.0,-9999.0,277770464.04622155,56142878.572602734,20384.021,333933726.6398243
marconi,972,25_1000,normal,US-NW-PSCO,no,2571322000,1680827200000.0,-9999.0,-9999.0,185034528.0412621,56142878.572602734,20384.021,241197790.6348648
marconi,972,25_1000,normal,BR-S,no,2571322000,1680827200000.0,-9999.0,-9999.0,32184138.00194288,56142878.572602734,20384.021,88347400.59554562
marconi,972,25_1000,normal,NO-NO5,no,2571322000,1680917100000.0,-9999.0,-9999.0,12892176.768776711,56142878.572602734,20384.021,69055439.36237945
marconi,972,25_1000,normal,JP,no,2571322000,1680827200000.0,-9999.0,-9999.0,214481392.03481492,56142878.572602734,20384.021,270644654.6284177
marconi,972,25_1000,normal,IT-SAR,no,2571322000,1680827200000.0,-9999.0,-9999.0,226152528.00319147,56142878.572602734,20384.021,282315790.5967942
marconi,972,25_1000,normal,US-SW-TEPC,no,2571322000,1680827200000.0,-9999.0,-9999.0,260249440.06766137,56142878.572602734,20384.021,316412702.6612641
marconi,972,25_1000,normal,BR,no,2571322000,1680827200000.0,-9999.0,-9999.0,28661836.004293445,56142878.572602734,20384.021,84825098.59789617
marconi,972,25_1000,normal,DK-DK2,no,2571322000,1680917100000.0,-9999.0,-9999.0,71644616.88327292,56142878.572602734,20384.021,127807879.47687565
marconi,972,25_1000,normal,US-NW-PGE,no,2571322000,1680827200000.0,-9999.0,-9999.0,95533792.04767144,56142878.572602734,20384.021,151697054.64127415
marconi,972,25_1000,normal,LU,no,2571322000,1680827200000.0,-9999.0,-9999.0,121642920.00215364,56142878.572602734,20384.021,177806182.59575635
marconi,972,25_1000,normal,HR,no,2571322000,1680917100000.0,-9999.0,-9999.0,97613585.67547204,56142878.572602734,20384.021,153776848.26907477
marconi,972,25_1000,normal,BG,no,2571322000,1680917100000.0,-9999.0,-9999.0,138439954.92019874,56142878.572602734,20384.021,194603217.51380146
marconi,972,25_1000,normal,US-MIDW-LGEE,no,2571322000,1680917100000.0,-9999.0,-9999.0,406735159.78128576,56142878.572602734,20384.021,462898422.3748885
marconi,972,25_1000,normal,MY-WM,no,2571322000,1680827200000.0,-9999.0,-9999.0,298112640.0582675,56142878.572602734,20384.021,354275902.6518702
marconi,972,25_1000,normal,AT,no,2571322000,1680917100000.0,-9999.0,-9999.0,61461254.991699785,56142878.572602734,20384.021,117624517.58530252
marconi,972,25_1000,normal,US-FLA-TEC,no,2571322000,1680917100000.0,-9999.0,-9999.0,239624322.83972105,56142878.572602734,20384.021,295787585.4333238
marconi,972,25_1000,normal,ZA,no,2571322000,1680850300000.0,-9999.0,-9999.0,335391850.4438483,56142878.572602734,20384.021,391555113.037451
marconi,972,25_1000,normal,LV,no,2571322000,1680917100000.0,-9999.0,-9999.0,54012851.99977844,56142878.572602734,20384.021,110176114.59338117
marconi,972,25_1000,normal,AU-SA,no,2571322000,1680827200000.0,-9999.0,-9999.0,84946224.01309866,56142878.572602734,20384.021,141109486.60670137
marconi,972,25_1000,normal,US-TEN-TVA,no,2571322000,1680917100000.0,-9999.0,-9999.0,145843652.78356645,56142878.572602734,20384.021,202006915.3771692
marconi,972,25_1000,normal,US-NW-DOPD,no,2571322000,1680827200000.0,-9999.0,-9999.0,14510375.00238449,56142878.572602734,20384.021,70673637.59598722
marconi,972,25_1000,normal,HU,no,2571322000,1680917100000.0,-9999.0,-9999.0,116300223.51888113,56142878.572602734,20384.021,172463486.11248386
marconi,972,25_1000,normal,DK,no,2571322000,1680917100000.0,-9999.0,-9999.0,66501939.959799685,56142878.572602734,20384.021,122665202.55340242
marconi,972,25_1000,normal,TW,no,2571322000,1680827200000.0,-9999.0,-9999.0,241646432.0423484,56142878.572602734,20384.021,297809694.63595116
marconi,972,25_1000,normal,NO-NO2,no,2571322000,1680917100000.0,-9999.0,-9999.0,18923337.35751276,56142878.572602734,20384.021,75086599.95111549
marconi,972,25_1000,normal,US-CAR-SCEG,no,2571322000,1680917100000.0,-9999.0,-9999.0,192536682.0981584,56142878.572602734,20384.021,248699944.69176114
marconi,972,25_1000,normal,IN-WE,no,2571322000,1680827200000.0,-9999.0,-9999.0,354703328.0120833,56142878.572602734,20384.021,410866590.605686
marconi,972,25_1000,normal,US-NW-SCL,no,2571322000,1680917100000.0,-9999.0,-9999.0,33907549.201465234,56142878.572602734,20384.021,90070811.79506797
marconi,972,25_1000,normal,ES,no,2571322000,1680827200000.0,-9999.0,-9999.0,46959168.00104508,56142878.572602734,20384.021,103122430.59464781
marconi,972,25_1000,normal,BR-N,no,2571322000,1680827200000.0,-9999.0,-9999.0,32979918.000563364,56142878.572602734,20384.021,89143180.5941661
marconi,972,25_1000,normal,CA-QC,no,2571322000,1680827200000.0,-9999.0,-9999.0,17428748.00947801,56142878.572602734,20384.021,73592010.60308075
marconi,972,25_1000,normal,KE,no,2571322000,1680827200000.0,-9999.0,-9999.0,44736308.00726554,56142878.572602734,20384.021,100899570.60086827
marconi,972,25_1000,normal,US-FLA-TAL,no,2571322000,1680917100000.0,-9999.0,-9999.0,210880206.54934147,56142878.572602734,20384.021,267043469.14294422
marconi,972,25_1000,normal,NO-NO4,no,2571322000,1680850300000.0,-9999.0,-9999.0,23967942.580529463,56142878.572602734,20384.021,80131205.1741322
marconi,972,25_1000,normal,US-CAL-LDWP,no,2571322000,1680827200000.0,-9999.0,-9999.0,145879056.000096,56142878.572602734,20384.021,202042318.59369874
marconi,972,25_1000,normal,NO,no,2571322000,1680850300000.0,-9999.0,-9999.0,16588993.434564663,56142878.572602734,20384.021,72752256.0281674
marconi,972,25_1000,normal,US-SW-WALC,no,2571322000,1680827200000.0,-9999.0,-9999.0,120933592.01800825,56142878.572602734,20384.021,177096854.61161098
marconi,972,25_1000,normal,CY,no,2571322000,1680827200000.0,-9999.0,-9999.0,311366208.0209226,56142878.572602734,20384.021,367529470.6145253
marconi,972,25_1000,normal,US-TEX-ERCO,no,2571322000,1680827200000.0,-9999.0,-9999.0,144084912.02942497,56142878.572602734,20384.021,200248174.62302768
marconi,972,25_1000,normal,US-FLA-FPC,no,2571322000,1680917100000.0,-9999.0,-9999.0,230507513.04822025,56142878.572602734,20384.021,286670775.641823
marconi,972,25_1000,normal,HK,no,2571322000,1680917100000.0,-9999.0,-9999.0,203268028.0,56142878.572602734,20384.021,259431290.59360272
marconi,972,25_1000,normal,US-CAR-CPLE,no,2571322000,1680917100000.0,-9999.0,-9999.0,119666819.07748216,56142878.572602734,20384.021,175830081.67108488
marconi,972,25_1000,normal,GB-NIR,no,2571322000,1680827200000.0,-9999.0,-9999.0,131189784.0202152,56142878.572602734,20384.021,187353046.61381793
marconi,972,25_1000,normal,IN-NO,no,2571322000,1680827200000.0,-9999.0,-9999.0,287652640.010136,56142878.572602734,20384.021,343815902.6037387
marconi,972,25_1000,normal,BA,no,2571322000,1680917100000.0,-9999.0,-9999.0,191447743.75391063,56142878.572602734,20384.021,247611006.34751338
marconi,972,25_1000,normal,IE,no,2571322000,1680917100000.0,-9999.0,-9999.0,159888888.13606083,56142878.572602734,20384.021,216052150.72966355
marconi,972,25_1000,normal,US-FLA-FPL,no,2571322000,1680917100000.0,-9999.0,-9999.0,165492118.88152054,56142878.572602734,20384.021,221655381.4751233
marconi,972,25_1000,normal,IN-NE,no,2571322000,1680827200000.0,-9999.0,-9999.0,234421728.02369708,56142878.572602734,20384.021,290584990.6172998
marconi,972,25_1000,normal,US-SW-SRP,no,2571322000,1680827200000.0,-9999.0,-9999.0,103212424.01476476,56142878.572602734,20384.021,159375686.6083675
marconi,972,25_1000,normal,US-NW-GCPD,no,2571322000,1680917100000.0,-9999.0,-9999.0,25800734.29429789,56142878.572602734,20384.021,81963996.88790062
marconi,972,25_1000,normal,IN-EA,no,2571322000,1680827200000.0,-9999.0,-9999.0,368958368.0516928,56142878.572602734,20384.021,425121630.6452955
marconi,972,25_1000,normal,CR,no,2571322000,1680917100000.0,-9999.0,-9999.0,76544535.7917253,56142878.572602734,20384.021,132707798.38532802
marconi,972,25_1000,normal,US-NW-TPWR,no,2571322000,1680917100000.0,-9999.0,-9999.0,33948185.49223288,56142878.572602734,20384.021,90111448.0858356
marconi,972,25_1000,normal,KR,no,2571322000,1680917100000.0,-9999.0,-9999.0,193648550.8120529,56142878.572602734,20384.021,249811813.40565562
marconi,972,25_1000,normal,PT,no,2571322000,1680827200000.0,-9999.0,-9999.0,36747124.00053056,56142878.572602734,20384.021,92910386.59413329
marconi,972,25_1000,normal,NO-NO3,no,2571322000,1680827200000.0,-9999.0,-9999.0,14012373.002209602,56142878.572602734,20384.021,70175635.59581234
marconi,972,25_1000,normal,CZ,no,2571322000,1680917100000.0,-9999.0,-9999.0,226045733.4457755,56142878.572602734,20384.021,282208996.0393782
marconi,972,25_1000,normal,JP-KN,no,2571322000,1680827200000.0,-9999.0,-9999.0,184900784.0304394,56142878.572602734,20384.021,241064046.62404215
marconi,972,25_1000,normal,US-CAL-IID,no,2571322000,1680917100000.0,-9999.0,-9999.0,249139445.4193746,56142878.572602734,20384.021,305302708.0129773
marconi,972,25_1000,normal,IN-SO,no,2571322000,1680827200000.0,-9999.0,-9999.0,294302784.0095849,56142878.572602734,20384.021,350466046.6031876
marconi,972,25_1000,normal,BR-NE,no,2571322000,1680827200000.0,-9999.0,-9999.0,20479862.002334803,56142878.572602734,20384.021,76643124.59593754
marconi,972,25_1000,normal,IT-SIC,no,2571322000,1680917100000.0,-9999.0,-9999.0,126103236.87887529,56142878.572602734,20384.021,182266499.47247803
marconi,972,25_1000,normal,FI,no,2571322000,1680917100000.0,-9999.0,-9999.0,45757161.802261226,56142878.572602734,20384.021,101920424.39586395
marconi,972,25_1000,normal,US-SW-AZPS,no,2571322000,1680827200000.0,-9999.0,-9999.0,153175568.02095768,56142878.572602734,20384.021,209338830.61456043
marconi,972,25_1000,normal,US-NW-AVA,no,2571322000,1680917100000.0,-9999.0,-9999.0,114683378.23449464,56142878.572602734,20384.021,170846640.82809737
marconi,972,25_1000,normal,IT-CSO,no,2571322000,1680917100000.0,-9999.0,-9999.0,110608300.79640125,56142878.572602734,20384.021,166771563.39000398
marconi,972,25_1000,normal,AU-WA,no,2571322000,1680827200000.0,-9999.0,-9999.0,171083328.02941892,56142878.572602734,20384.021,227246590.62302166
marconi,972,25_1000,normal,US-NW-NWMT,no,2571322000,1680827200000.0,-9999.0,-9999.0,250031088.1289224,56142878.572602734,20384.021,306194350.7225251
marconi,972,25_1000,normal,AU-QLD,no,2571322000,1680827200000.0,-9999.0,-9999.0,283168672.0516192,56142878.572602734,20384.021,339331934.6452219
marconi,972,25_1000,normal,US-NY-NYIS,no,2571322000,1680917100000.0,-9999.0,-9999.0,131077326.88722932,56142878.572602734,20384.021,187240589.48083204
marconi,972,25_1000,shifting,JP-CB,no,2571868000,1681045000000.0,-9999.0,-9999.0,225507392.0091968,56142878.572602734,20388.35,281670658.93179953
marconi,972,25_1000,shifting,US-MIDW-AECI,no,2571850000,1681023000000.0,-9999.0,-9999.0,240627984.022694,56142878.572602734,20388.207,296791250.80229676
marconi,972,25_1000,shifting,PE,no,2573332000,1681607000000.0,-9999.0,-9999.0,66015162.57987371,56142878.572602734,20399.955,122178441.10747644
marconi,972,25_1000,shifting,SI,no,2575994000,1682514400000.0,-9999.0,-9999.0,107535407.10083231,56142878.572602734,20421.059,163698706.73243505
marconi,972,25_1000,shifting,RS,no,2581961000,1684558700000.0,-9999.0,-9999.0,232609879.3291709,56142878.572602734,20468.361,288773226.26277363
marconi,972,25_1000,shifting,US-FLA-SEC,no,2580532000,1684015000000.0,-9999.0,-9999.0,237321980.0938061,56142878.572602734,20457.033,293485315.6994088
marconi,972,25_1000,shifting,SE-SE1,no,2576932000,1682764000000.0,-9999.0,-9999.0,7307248.332595111,56142878.572602734,20428.494,63470555.39919785
marconi,972,25_1000,shifting,US-SW-EPE,no,2571322000,1680870600000.0,-9999.0,-9999.0,209476692.5914677,56142878.572602734,20384.021,265639955.18507046
marconi,972,25_1000,shifting,US-NW-PSEI,no,2582051000,1684491900000.0,-9999.0,-9999.0,80664375.70869151,56142878.572602734,20469.074,136827723.35529423
marconi,972,25_1000,shifting,PH-LU,no,2571868000,1681021100000.0,-9999.0,-9999.0,304205376.01633334,56142878.572602734,20388.35,360368642.93893605
marconi,972,25_1000,shifting,UY,no,2571322000,1680827500000.0,-9999.0,-9999.0,23514986.00728495,56142878.572602734,20384.021,79678248.60088769
marconi,972,25_1000,shifting,US-SW-PNM,no,2571322000,1680847900000.0,-9999.0,-9999.0,135383248.02655792,56142878.572602734,20384.021,191546510.62016064
marconi,972,25_1000,shifting,US-CAR-SC,no,2571322000,1680856000000.0,-9999.0,-9999.0,259686384.05886528,56142878.572602734,20384.021,315849646.652468
marconi,972,25_1000,shifting,US-MIDW-MISO,no,2581297000,1684224500000.0,-9999.0,-9999.0,194527471.0199485,56142878.572602734,20463.098,250690812.69055125
marconi,972,25_1000,shifting,RO,no,2583101000,1684932900000.0,-9999.0,-9999.0,139820986.9999949,56142878.572602734,20477.398,195984342.97059762
marconi,972,25_1000,shifting,LT,no,2576932000,1682869200000.0,-9999.0,-9999.0,73730515.69599906,56142878.572602734,20428.494,129893822.7626018
marconi,972,25_1000,shifting,JP-ON,no,2571917000,1681045300000.0,-9999.0,-9999.0,270845184.05863935,56142878.572602734,20388.738,327008451.3692421
marconi,972,25_1000,shifting,US-CAR-DUK,no,2575681000,1682444000000.0,-9999.0,-9999.0,122078979.27807638,56142878.572602734,20418.578,178242276.4286791
marconi,972,25_1000,shifting,US-NW-IPCO,no,2571322000,1680835000000.0,-9999.0,-9999.0,116430496.0039861,56142878.572602734,20384.021,172593758.59758884
marconi,972,25_1000,shifting,NL,no,2571850000,1681022500000.0,-9999.0,-9999.0,128382488.01289602,56142878.572602734,20388.207,184545754.79249877
marconi,972,25_1000,shifting,SE-SE2,no,2576932000,1682866000000.0,-9999.0,-9999.0,8833436.366091516,56142878.572602734,20428.494,64996743.43269426
marconi,972,25_1000,shifting,IT-NO,no,2574298000,1681847100000.0,-9999.0,-9999.0,118767251.047857,56142878.572602734,20407.613,174930537.23345974
