Name,Task Delay (hours)
normal,0.0
HS,1.0409091562049488
TS,12.802796649058031
BAT,0.0
TS_BAT,12.80319648448656
TS_HS,14.853770006378785
HS_BAT,0.30275329869750833
HS_TS_BAT,14.854118171666233
