Name,Total Energy (kWh)
normal,58.664215087890625
HS,51.340248107910156
TS,58.66593933105469
BAT,58.94853591918945
TS_BAT,58.889137268066406
TS_HS,53.71841049194336
HS_BAT,53.986454010009766
HS_TS_BAT,53.92720031738281
