Name,Peak Power (kW)
normal,45.00759506225586
HS,34.646610260009766
TS,46.525638580322266
BAT,359.4841613769531
TS_BAT,305.3553466796875
TS_HS,39.64103698730469
HS_BAT,335.0350646972656
HS_TS_BAT,276.2931213378906
